id,name,code,slug,province_id:id,country_id,type
res_ward_00004,Phường Ba Đình,VN-01-00004,"Phường Ba Đình, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00008,Phường Ngọc Hà,VN-01-00008,"Phường Ngọc Hà, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00025,Phường Giảng Võ,VN-01-00025,"Phường Giảng Võ, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00070,Phường Hoàn Kiếm,VN-01-00070,"Phường Hoàn Kiếm, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00082,Phường Cửa Nam,VN-01-00082,"Phường Cửa Nam, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00091,Phường Phú Thượng,VN-01-00091,"Phường Phú Thượng, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00097,Phường Hồng Hà,VN-01-00097,"Phường Hồng Hà, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00103,Phường Tây Hồ,VN-01-00103,"Phường Tây Hồ, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00118,Phường Bồ Đề,VN-01-00118,"Phường Bồ Đề, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00127,Phường Việt Hưng,VN-01-00127,"Phường Việt Hưng, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00136,Phường Phúc Lợi,VN-01-00136,"Phường Phúc Lợi, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00145,Phường Long Biên,VN-01-00145,"Phường Long Biên, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00160,Phường Nghĩa Đô,VN-01-00160,"Phường Nghĩa Đô, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00166,Phường Cầu Giấy,VN-01-00166,"Phường Cầu Giấy, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00175,Phường Yên Hòa,VN-01-00175,"Phường Yên Hòa, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00190,Phường Ô Chợ Dừa,VN-01-00190,"Phường Ô Chợ Dừa, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00199,Phường Láng,VN-01-00199,"Phường Láng, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00226,Phường Văn Miếu - Quốc Tử Giám,VN-01-00226,"Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00229,Phường Kim Liên,VN-01-00229,"Phường Kim Liên, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00235,Phường Đống Đa,VN-01-00235,"Phường Đống Đa, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00256,Phường Hai Bà Trưng,VN-01-00256,"Phường Hai Bà Trưng, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00283,Phường Vĩnh Tuy,VN-01-00283,"Phường Vĩnh Tuy, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00292,Phường Bạch Mai,VN-01-00292,"Phường Bạch Mai, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00301,Phường Vĩnh Hưng,VN-01-00301,"Phường Vĩnh Hưng, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00316,Phường Định Công,VN-01-00316,"Phường Định Công, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00322,Phường Tương Mai,VN-01-00322,"Phường Tương Mai, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00328,Phường Lĩnh Nam,VN-01-00328,"Phường Lĩnh Nam, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00331,Phường Hoàng Mai,VN-01-00331,"Phường Hoàng Mai, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00337,Phường Hoàng Liệt,VN-01-00337,"Phường Hoàng Liệt, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00340,Phường Yên Sở,VN-01-00340,"Phường Yên Sở, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00352,Phường Phương Liệt,VN-01-00352,"Phường Phương Liệt, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00364,Phường Khương Đình,VN-01-00364,"Phường Khương Đình, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00367,Phường Thanh Xuân,VN-01-00367,"Phường Thanh Xuân, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00376,Xã Sóc Sơn,VN-01-00376,"Xã Sóc Sơn, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_00382,Xã Kim Anh,VN-01-00382,"Xã Kim Anh, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_00385,Xã Trung Giã ,VN-01-00385,"Xã Trung Giã , Thành phố Hà Nội",province_vn_01,VN,1
res_ward_00430,Xã Đa Phúc,VN-01-00430,"Xã Đa Phúc, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_00433,Xã Nội Bài,VN-01-00433,"Xã Nội Bài, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_00454,Xã Đông Anh,VN-01-00454,"Xã Đông Anh, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_00466,Xã Phúc Thịnh,VN-01-00466,"Xã Phúc Thịnh, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_00475,Xã Thư Lâm,VN-01-00475,"Xã Thư Lâm, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_00493,Xã Thiên Lộc,VN-01-00493,"Xã Thiên Lộc, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_00508,Xã Vĩnh Thanh,VN-01-00508,"Xã Vĩnh Thanh, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_00541,Xã Phù Đổng,VN-01-00541,"Xã Phù Đổng, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_00562,Xã Thuận An,VN-01-00562,"Xã Thuận An, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_00565,Xã Gia Lâm,VN-01-00565,"Xã Gia Lâm, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_00577,Xã Bát Tràng,VN-01-00577,"Xã Bát Tràng, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_00592,Phường Từ Liêm,VN-01-00592,"Phường Từ Liêm, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00598,Phường Thượng Cát,VN-01-00598,"Phường Thượng Cát, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00602,Phường Đông Ngạc,VN-01-00602,"Phường Đông Ngạc, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00611,Phường Xuân Đỉnh,VN-01-00611,"Phường Xuân Đỉnh, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00613,Phường Tây Tựu,VN-01-00613,"Phường Tây Tựu, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00619,Phường Phú Diễn,VN-01-00619,"Phường Phú Diễn, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00622,Phường Xuân Phương ,VN-01-00622,"Phường Xuân Phương , Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00634,Phường Tây Mỗ,VN-01-00634,"Phường Tây Mỗ, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00637,Phường Đại Mỗ,VN-01-00637,"Phường Đại Mỗ, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00640,Xã Thanh Trì,VN-01-00640,"Xã Thanh Trì, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_00643,Phường Thanh Liệt,VN-01-00643,"Phường Thanh Liệt, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_00664,Xã Đại Thanh,VN-01-00664,"Xã Đại Thanh, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_00679,Xã Ngọc Hồi,VN-01-00679,"Xã Ngọc Hồi, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_00685,Xã Nam Phù,VN-01-00685,"Xã Nam Phù, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_04930,Xã Yên Xuân,VN-01-04930,"Xã Yên Xuân, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_08974,Xã Quang Minh,VN-01-08974,"Xã Quang Minh, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_08980,Xã Yên Lãng,VN-01-08980,"Xã Yên Lãng, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_08995,Xã Tiến Thắng,VN-01-08995,"Xã Tiến Thắng, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09022,Xã Mê Linh,VN-01-09022,"Xã Mê Linh, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09552,Phường Kiến Hưng ,VN-01-09552,"Phường Kiến Hưng , Thành phố Hà Nội",province_vn_01,VN,0
res_ward_09556,Phường Hà Đông,VN-01-09556,"Phường Hà Đông, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_09562,Phường Yên Nghĩa,VN-01-09562,"Phường Yên Nghĩa, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_09568,Phường Phú Lương,VN-01-09568,"Phường Phú Lương, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_09574,Phường Sơn Tây,VN-01-09574,"Phường Sơn Tây, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_09604,Phường Tùng Thiện,VN-01-09604,"Phường Tùng Thiện, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_09616,Xã Đoài Phương,VN-01-09616,"Xã Đoài Phương, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09619,Xã Quảng Oai,VN-01-09619,"Xã Quảng Oai, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09634,Xã Cổ Đô,VN-01-09634,"Xã Cổ Đô, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09661,Xã Minh Châu,VN-01-09661,"Xã Minh Châu, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09664,Xã Vật Lại,VN-01-09664,"Xã Vật Lại, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09676,Xã Bất Bạt,VN-01-09676,"Xã Bất Bạt, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09694,Xã Suối Hai,VN-01-09694,"Xã Suối Hai, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09700,Xã Ba Vì,VN-01-09700,"Xã Ba Vì, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09706,Xã Yên Bài ,VN-01-09706,"Xã Yên Bài , Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09715,Xã Phúc Thọ,VN-01-09715,"Xã Phúc Thọ, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09739,Xã Phúc Lộc,VN-01-09739,"Xã Phúc Lộc, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09772,Xã Hát Môn,VN-01-09772,"Xã Hát Môn, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09784,Xã Đan Phượng,VN-01-09784,"Xã Đan Phượng, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09787,Xã Liên Minh,VN-01-09787,"Xã Liên Minh, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09817,Xã Ô Diên,VN-01-09817,"Xã Ô Diên, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09832,Xã Hoài Đức,VN-01-09832,"Xã Hoài Đức, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09856,Xã Dương Hòa,VN-01-09856,"Xã Dương Hòa, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09871,Xã Sơn Đồng,VN-01-09871,"Xã Sơn Đồng, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09877,Xã An Khánh,VN-01-09877,"Xã An Khánh, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09886,Phường Dương Nội,VN-01-09886,"Phường Dương Nội, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_09895,Xã Quốc Oai,VN-01-09895,"Xã Quốc Oai, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09910,Xã Kiều Phú,VN-01-09910,"Xã Kiều Phú, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09931,Xã Hưng Đạo ,VN-01-09931,"Xã Hưng Đạo , Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09952,Xã Phú Cát ,VN-01-09952,"Xã Phú Cát , Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09955,Xã Thạch Thất,VN-01-09955,"Xã Thạch Thất, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09982,Xã Hạ Bằng,VN-01-09982,"Xã Hạ Bằng, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_09988,Xã Hòa Lạc,VN-01-09988,"Xã Hòa Lạc, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10003,Xã Tây Phương,VN-01-10003,"Xã Tây Phương, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10015,Phường Chương Mỹ,VN-01-10015,"Phường Chương Mỹ, Thành phố Hà Nội",province_vn_01,VN,0
res_ward_10030,Xã Phú Nghĩa,VN-01-10030,"Xã Phú Nghĩa, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10045,Xã Xuân Mai,VN-01-10045,"Xã Xuân Mai, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10072,Xã Quảng Bị,VN-01-10072,"Xã Quảng Bị, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10081,Xã Trần Phú ,VN-01-10081,"Xã Trần Phú , Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10096,Xã Hòa Phú ,VN-01-10096,"Xã Hòa Phú , Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10114,Xã Thanh Oai,VN-01-10114,"Xã Thanh Oai, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10126,Xã Bình Minh ,VN-01-10126,"Xã Bình Minh , Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10144,Xã Tam Hưng,VN-01-10144,"Xã Tam Hưng, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10180,Xã Dân Hòa ,VN-01-10180,"Xã Dân Hòa , Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10183,Xã Thường Tín,VN-01-10183,"Xã Thường Tín, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10210,Xã Hồng Vân,VN-01-10210,"Xã Hồng Vân, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10231,Xã Thượng Phúc,VN-01-10231,"Xã Thượng Phúc, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10237,Xã Chương Dương,VN-01-10237,"Xã Chương Dương, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10273,Xã Phú Xuyên,VN-01-10273,"Xã Phú Xuyên, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10279,Xã Phượng Dực,VN-01-10279,"Xã Phượng Dực, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10330,Xã Chuyên Mỹ,VN-01-10330,"Xã Chuyên Mỹ, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10342,Xã Đại Xuyên,VN-01-10342,"Xã Đại Xuyên, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10354,Xã Vân Đình,VN-01-10354,"Xã Vân Đình, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10369,Xã Ứng Thiên,VN-01-10369,"Xã Ứng Thiên, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10402,Xã Ứng Hòa,VN-01-10402,"Xã Ứng Hòa, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10417,Xã Hòa Xá,VN-01-10417,"Xã Hòa Xá, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10441,Xã Mỹ Đức,VN-01-10441,"Xã Mỹ Đức, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10459,Xã Phúc Sơn,VN-01-10459,"Xã Phúc Sơn, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10465,Xã Hồng Sơn,VN-01-10465,"Xã Hồng Sơn, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_10489,Xã Hương Sơn,VN-01-10489,"Xã Hương Sơn, Thành phố Hà Nội",province_vn_01,VN,1
res_ward_01273,Phường Thục Phán,VN-04-01273,"Phường Thục Phán, Tỉnh Cao Bằng",province_vn_04,VN,0
res_ward_01279,Phường Nùng Trí Cao,VN-04-01279,"Phường Nùng Trí Cao, Tỉnh Cao Bằng",province_vn_04,VN,0
res_ward_01288,Phường Tân Giang,VN-04-01288,"Phường Tân Giang, Tỉnh Cao Bằng",province_vn_04,VN,0
res_ward_01290,Xã Bảo Lâm,VN-04-01290,"Xã Bảo Lâm, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01294,Xã Lý Bôn,VN-04-01294,"Xã Lý Bôn, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01297,Xã Nam Quang,VN-04-01297,"Xã Nam Quang, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01304,Xã Quảng Lâm,VN-04-01304,"Xã Quảng Lâm, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01318,Xã Yên Thổ,VN-04-01318,"Xã Yên Thổ, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01321,Xã Bảo Lạc,VN-04-01321,"Xã Bảo Lạc, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01324,Xã Cốc Pàng,VN-04-01324,"Xã Cốc Pàng, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01327,Xã Cô Ba,VN-04-01327,"Xã Cô Ba, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01336,Xã Khánh Xuân,VN-04-01336,"Xã Khánh Xuân, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01339,Xã Xuân Trường,VN-04-01339,"Xã Xuân Trường, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01351,Xã Hưng Đạo,VN-04-01351,"Xã Hưng Đạo, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01354,Xã Huy Giáp,VN-04-01354,"Xã Huy Giáp, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01360,Xã Sơn Lộ,VN-04-01360,"Xã Sơn Lộ, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01363,Xã Thông Nông,VN-04-01363,"Xã Thông Nông, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01366,Xã Cần Yên,VN-04-01366,"Xã Cần Yên, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01387,Xã Thanh Long,VN-04-01387,"Xã Thanh Long, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01392,Xã Trường Hà,VN-04-01392,"Xã Trường Hà, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01393,Xã Lũng Nặm,VN-04-01393,"Xã Lũng Nặm, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01414,Xã Tổng Cọt,VN-04-01414,"Xã Tổng Cọt, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01438,Xã Hà Quảng,VN-04-01438,"Xã Hà Quảng, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01447,Xã Trà Lĩnh,VN-04-01447,"Xã Trà Lĩnh, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01456,Xã Quang Hán,VN-04-01456,"Xã Quang Hán, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01465,Xã Quang Trung,VN-04-01465,"Xã Quang Trung, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01477,Xã Trùng Khánh,VN-04-01477,"Xã Trùng Khánh, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01489,Xã Đình Phong,VN-04-01489,"Xã Đình Phong, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01501,Xã Đàm Thủy,VN-04-01501,"Xã Đàm Thủy, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01525,Xã Đoài Dương,VN-04-01525,"Xã Đoài Dương, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01537,Xã Lý Quốc,VN-04-01537,"Xã Lý Quốc, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01552,Xã Quang Long,VN-04-01552,"Xã Quang Long, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01558,Xã Hạ Lang,VN-04-01558,"Xã Hạ Lang, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01561,Xã Vinh Quý,VN-04-01561,"Xã Vinh Quý, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01576,Xã Quảng Uyên,VN-04-01576,"Xã Quảng Uyên, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01594,Xã Độc Lập,VN-04-01594,"Xã Độc Lập, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01618,Xã Hạnh Phúc,VN-04-01618,"Xã Hạnh Phúc, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01636,Xã Bế Văn Đàn,VN-04-01636,"Xã Bế Văn Đàn, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01648,Xã Phục Hòa,VN-04-01648,"Xã Phục Hòa, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01654,Xã Hòa An,VN-04-01654,"Xã Hòa An, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01660,Xã Nam Tuấn,VN-04-01660,"Xã Nam Tuấn, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01699,Xã Nguyễn Huệ,VN-04-01699,"Xã Nguyễn Huệ, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01708,Xã Bạch Đằng,VN-04-01708,"Xã Bạch Đằng, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01726,Xã Nguyên Bình,VN-04-01726,"Xã Nguyên Bình, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01729,Xã Tĩnh Túc,VN-04-01729,"Xã Tĩnh Túc, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01738,Xã Ca Thành,VN-04-01738,"Xã Ca Thành, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01747,Xã Minh Tâm,VN-04-01747,"Xã Minh Tâm, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01768,Xã Phan Thanh,VN-04-01768,"Xã Phan Thanh, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01774,Xã Tam Kim,VN-04-01774,"Xã Tam Kim, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01777,Xã Thành Công,VN-04-01777,"Xã Thành Công, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01786,Xã Đông Khê,VN-04-01786,"Xã Đông Khê, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01789,Xã Canh Tân,VN-04-01789,"Xã Canh Tân, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01792,Xã Kim Đồng,VN-04-01792,"Xã Kim Đồng, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01795,Xã Minh Khai,VN-04-01795,"Xã Minh Khai, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01807,Xã Thạch An,VN-04-01807,"Xã Thạch An, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_01822,Xã Đức Long,VN-04-01822,"Xã Đức Long, Tỉnh Cao Bằng",province_vn_04,VN,1
res_ward_00691,Phường Hà Giang 2,VN-08-00691,"Phường Hà Giang 2, Tỉnh Tuyên Quang",province_vn_08,VN,0
res_ward_00694,Phường Hà Giang 1,VN-08-00694,"Phường Hà Giang 1, Tỉnh Tuyên Quang",province_vn_08,VN,0
res_ward_00700,Xã Ngọc Đường,VN-08-00700,"Xã Ngọc Đường, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00706,Xã Phú Linh,VN-08-00706,"Xã Phú Linh, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00715,Xã Lũng Cú,VN-08-00715,"Xã Lũng Cú, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00721,Xã Đồng Văn,VN-08-00721,"Xã Đồng Văn, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00733,Xã Sà Phìn ,VN-08-00733,"Xã Sà Phìn , Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00745,Xã Phố Bảng,VN-08-00745,"Xã Phố Bảng, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00763,Xã Lũng Phìn,VN-08-00763,"Xã Lũng Phìn, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00769,Xã Mèo Vạc,VN-08-00769,"Xã Mèo Vạc, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00778,Xã Sơn Vĩ,VN-08-00778,"Xã Sơn Vĩ, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00787,Xã Sủng Máng,VN-08-00787,"Xã Sủng Máng, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00802,Xã Khâu Vai,VN-08-00802,"Xã Khâu Vai, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00808,Xã Tát Ngà,VN-08-00808,"Xã Tát Ngà, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00817,Xã Niêm Sơn,VN-08-00817,"Xã Niêm Sơn, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00820,Xã Yên Minh,VN-08-00820,"Xã Yên Minh, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00829,Xã Thắng Mố,VN-08-00829,"Xã Thắng Mố, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00832,Xã Bạch Đích,VN-08-00832,"Xã Bạch Đích, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00847,Xã Mậu Duệ,VN-08-00847,"Xã Mậu Duệ, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00859,Xã Ngọc Long,VN-08-00859,"Xã Ngọc Long, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00865,Xã Đường Thượng,VN-08-00865,"Xã Đường Thượng, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00871,Xã Du Già,VN-08-00871,"Xã Du Già, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00874,Xã Quản Bạ,VN-08-00874,"Xã Quản Bạ, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00883,Xã Cán Tỷ,VN-08-00883,"Xã Cán Tỷ, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00889,Xã Nghĩa Thuận,VN-08-00889,"Xã Nghĩa Thuận, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00892,Xã Tùng Vài,VN-08-00892,"Xã Tùng Vài, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00901,Xã Lùng Tám,VN-08-00901,"Xã Lùng Tám, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00913,Xã Vị Xuyên,VN-08-00913,"Xã Vị Xuyên, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00919,Xã Minh Tân,VN-08-00919,"Xã Minh Tân, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00922,Xã Thuận Hoà,VN-08-00922,"Xã Thuận Hoà, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00925,Xã Tùng Bá,VN-08-00925,"Xã Tùng Bá, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00928,Xã Thanh Thủy,VN-08-00928,"Xã Thanh Thủy, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00937,Xã Lao Chải,VN-08-00937,"Xã Lao Chải, Tỉnh Tuyên Quang",province_vn_08,VN,1
res_ward_00952,Xã Cao Bồ,VN-08-00952,"Xã Cao Bồ, Tỉnh Tuyên Quang",province_vn_08,VN,1
